name,level,section,type,link,pages,,,
الحرب العالمية الثانية,2,تاريخي,1,https://www.osboha180.com/evaluation/books/335b.pdf,74,,,
شرح غرائب العالم الحديث,1,علمي,1,https://www.osboha180.com/evaluation/books/336b.pdf,148,,,
الفيروسات (مقدمة قصيرة جداً),2,علمي,1,https://www.osboha180.com/evaluation/books/337b.pdf,172,,,
روح الحداثة,3,سياسي,1,https://www.osboha180.com/evaluation/books/338b.pdf,289,,,
تاريخ العرب من بداية الحروب الصليبية إلى نهاية الدولة العثمانية,3,تاريخي,1,https://www.osboha180.com/evaluation/books/339b.pdf,797,,,
قيمة القيم,2,فكري,1,https://www.osboha180.com/evaluation/books/340b.pdf,327,,,
نهب الفقراء,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/341b.pdf,273,,,
الاقتصاد السياسي,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/342b.pdf,132,,,
النوم (مقدمة قصيرة جداً),2,علمي,1,https://www.osboha180.com/evaluation/books/343b.pdf,160,,,
من عجائب الخلق في عالم الأسماك,1,علمي,1,https://www.osboha180.com/evaluation/books/344b.pdf,160,,,
عقيدة الصدمة,3,سياسي,1,https://www.osboha180.com/evaluation/books/345b.pdf,657,,,
سلطة الصورة الذهنية,3,اجتماعي,1,https://www.osboha180.com/evaluation/books/346b.pdf,113,,,
صناع النقود,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/347b.pdf,326,,,
أسئلة الثورة,1,سياسي,1,https://www.osboha180.com/evaluation/books/348b.pdf,212,,,
تجارب ست ثورات عالمية,3,فكري,1,https://www.osboha180.com/evaluation/books/349b.pdf,263,,,
الأجندة الخفية للعولمة,3,سياسي,1,https://www.osboha180.com/evaluation/books/350b.pdf,378,,,
مقالات لكبار كتاب العربية,2,أدبي,1,https://www.osboha180.com/evaluation/books/352b.pdf,376,,,
البعد الخفي,3,فكري,1,https://www.osboha180.com/evaluation/books/353b.pdf,300,,,
الهيمنة أم البقاء,3,سياسي,1,https://www.osboha180.com/evaluation/books/628b.pdf,318,,,
الداروينية المتأسلمة,3,فكري,1,https://www.osboha180.com/evaluation/books/355b.pdf,122,,,
حقائق و اخطاء و أكاذيب:السياسة و الاقتصاد,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/356b.pdf,500,,,
دليل الرجل العادي الى تاريخ الفكر الاقتصادي,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/357b.pdf,188,,,
جواهر البلاغة,3,أدبي,1,https://www.osboha180.com/evaluation/books/358b.pdf,436,,,
الدولة الفاشلة,2,سياسي,1,https://www.osboha180.com/evaluation/books/359b.pdf,369,,,
هارون اخي,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/360b.pdf,266,,,
الفكر السياسي في القرن العشرين جزء1,3,سياسي,1,https://www.osboha180.com/evaluation/books/361b.pdf,457,,,
اقرئي يا بلادي,1,اجتماعي,1,https://www.osboha180.com/evaluation/books/362b.pdf,323,,,
الفكر السياسي في القرن العشرين جزء2,3,سياسي,1,https://www.osboha180.com/evaluation/books/363b.pdf,600,,,
الشباب العربي ومشكلاته,2,تربية,1,https://www.osboha180.com/evaluation/books/364b.pdf,241,,,
متمردون لوجه الله,2,ديني,1,https://www.osboha180.com/evaluation/books/365b.pdf,276,,,
مدير الدقيقة الواحدة,1,تنمية,1,https://www.osboha180.com/evaluation/books/366b.pdf,102,,,
التربيع والتدوير,2,أدبي,1,https://www.osboha180.com/evaluation/books/367b.pdf,50,,,
غيّر أي شيء تقريبا خلال 21 يوماً,1,تنمية,1,https://www.osboha180.com/evaluation/books/368b.pdf,209,,,
التواصل الأسري,2,تربية,1,https://www.osboha180.com/evaluation/books/369b.pdf,81,,,
مشكلات الأطفال,1,تربية,1,https://www.osboha180.com/evaluation/books/370b.pdf,114,,,
هاجس المؤامرة في الفكر العربي,2,سياسي,1,https://www.osboha180.com/evaluation/books/371b.pdf,231,,,
ارتقاء الحياة,2,علمي,1,https://www.osboha180.com/evaluation/books/372b.pdf,375,,,
الإقتصاد السياسي للبطالة,0,,,https://ia601407.us.archive.org/…/الإقتصاد-السياسي-للبطالة.…,461,,,
تربية الشباب ( الأهداف و الوسائل ),1,تربية,1,https://www.osboha180.com/evaluation/books/375b.pdf,146,,,
مواقف حاسمة في تاريخ الإسلام,2,تاريخي,1,https://www.osboha180.com/evaluation/books/376b.pdf,396,,,
رأس المال في القرن الحادي والعشرين,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/377b.pdf,655,,,
بلاغ الرسالة القرآنية,2,ديني,1,https://www.osboha180.com/evaluation/books/378b.pdf,182,,,
شخصيات من القران الكريم,2,ديني,1,https://www.osboha180.com/evaluation/books/379b.pdf,101,,,
الحب في التربية النبوية,2,ديني,1,https://www.osboha180.com/evaluation/books/380b.pdf,400,,,
كلام في الصميم,2,تنمية,1,https://www.osboha180.com/evaluation/books/381b.pdf,214,,,
الماجريات,3,فكري,1,https://www.osboha180.com/evaluation/books/382b.pdf,344,,,
جمالية الدين,2,ديني,1,https://www.osboha180.com/evaluation/books/383b.pdf,165,,,
أحداث النهاية ونهاية العالم,2,ديني,1,https://www.osboha180.com/evaluation/books/384b.pdf,704,,,
التوحد,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/385b.pdf,142,,,
حب القراءة,1,تنمية,1,https://www.osboha180.com/evaluation/books/386b.pdf,68,,,
ينبوع الغواية الفكرية,3,فكري,1,https://www.osboha180.com/evaluation/books/387b.pdf,621,,,
الأب الغني و الأب الفقير,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/388b.pdf,244,,,
اينشتاين والنسبية,2,علمي,1,https://www.osboha180.com/evaluation/books/389b.pdf,104,,,
مسلكيات,1,تربية,1,https://www.osboha180.com/evaluation/books/390b.pdf,188,,,
الرأسمالية تجدد نفسها,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/391b.pdf,496,,,
مبادئ الإقتصاد السياسي,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/392b.pdf,434,,,
الحياة دليل ارشادي,1,تنمية,1,https://drive.google.com/file/d/1RtbJLmcUgPdg0ftTGuCkZMJ9ZwqsUBn6/view?usp=sharing,548,,,
ماذا قدم المسلمون للعالم,3,تاريخي,1,https://www.osboha180.com/evaluation/books/394b.pdf,851,,,
تاريخ الدولة العباسية,2,تاريخي,1,https://www.osboha180.com/evaluation/books/395b.pdf,281,,,
صفحات من صبر العلماء على شدائد العلم والتحصيل,1,تربية,1,https://www.osboha180.com/evaluation/books/396b.pdf,152,,,
50 شمعة لإضاءة دروبكم.,2,تربية,1,https://www.osboha180.com/evaluation/books/397b.pdf,203,,,
الإقتصاد السياسي للبطالة,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/398b.pdf,461,,,
تاريخ المماليك في مصر و بلاد الشام,2,تاريخي,1,https://www.osboha180.com/evaluation/books/399b.pdf,608,,,
علو الهمة,2,تنمية,1,https://www.osboha180.com/evaluation/books/400b.pdf,424,,,
تكنولوجيا النانو من اجل غد أفضل,3,علمي,1,https://www.osboha180.com/evaluation/books/401b.pdf,323,,,
الإستيطان الأجنبي في الوطن العربي,1,تاريخي,1,https://www.osboha180.com/evaluation/books/402b.pdf,263,,,
إدارة الأولويات لمتعددي المواهب والقدارات,2,تنمية,1,https://www.osboha180.com/evaluation/books/403b.pdf,608,,,
طرح الأسئلة المناسبة - المرشد لتفكير الناقد -,3,تنمية,1,https://www.osboha180.com/evaluation/books/404b.pdf,385,,,
الحرية والطوفان,3,فكري,1,https://www.osboha180.com/evaluation/books/405b.pdf,364,,,
إستراتيجيات إدارة الأزمات والكوارث: دور العلاقات العامة,2,تنمية,1,https://www.osboha180.com/evaluation/books/407b.pdf,276,,,
العسكرية العربية الإسلامية عقيدة وتاريخاً وقادة وتراثاً ولغة وسلاحا,1,عسكري,1,https://www.osboha180.com/evaluation/books/408b.pdf,205,,,
مدنيو آسيا في زمن الحرب,2,تاريخي,1,https://www.osboha180.com/evaluation/books/409b.pdf,382,,,
أمريكا الكتاب الأسود,3,سياسي,1,https://www.osboha180.com/evaluation/books/410b.pdf,312,,,
أزمة التعليم المعاصر,3,اجتماعي,1,https://www.osboha180.com/evaluation/books/411b.pdf,195,,,
مقدمة في علم التفاوض الاجتماعي والسياسي,3,سياسي,1,https://www.osboha180.com/evaluation/books/412b.pdf,297,,,
مكتباتهم,1,أدبي,1,https://www.osboha180.com/evaluation/books/414b.pdf,144,,,
حكام العالم الجدد,2,سياسي,1,https://www.osboha180.com/evaluation/books/415b.pdf,257,,,
برنامج الكفاءة الشخصية,2,تنمية,1,https://www.osboha180.com/evaluation/books/416b.pdf,291,,,
خريطة العقل,2,تنمية,1,https://www.osboha180.com/evaluation/books/417b.pdf,433,,,
المدخل إلى فن المناظرة,2,أدبي,1,https://www.osboha180.com/evaluation/books/418b.pdf,175,,,
عولمة الفقر,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/419b.pdf,330,,,
أمير المؤمنين الحسن بن علي بن أبي طالب رضي الله عنه,2,سير الصحابة,1,https://www.osboha180.com/evaluation/books/421b.pdf,480,,,
الفكر التربوي العربي الحديث,2,تربية,1,https://www.osboha180.com/evaluation/books/423b.pdf,345,,,
آل روتشيلد,1,سياسي,1,https://www.osboha180.com/evaluation/books/424b.pdf,296,,,
عصر الإنكا,3,تاريخي,1,https://www.osboha180.com/evaluation/books/425b.pdf,264,,,
الموهبة لا تكفي أبداً,2,تنمية,1,https://www.osboha180.com/evaluation/books/427b.pdf,302,,,
فاطمة الزهراء بنت رسول الله وأم الحسنين,2,سير الصحابة,1,https://www.osboha180.com/evaluation/books/428b.pdf,384,,,
اضطراب الانتباه لدى الاطفال اسبابه وتشخيصه وعلاجه,3,تربية,1,https://www.osboha180.com/evaluation/books/429b.pdf,156,,,
قصة الأيمان,3,فكري,1,https://www.osboha180.com/evaluation/books/432b.pdf,475,,,
حول إعادة تشكيل العقل المسلم,3,فكري,1,https://www.osboha180.com/evaluation/books/433b.pdf,157,,,
الأزمة الدستورية في الحضارة الإسلامية,3,فكري,1,https://www.osboha180.com/evaluation/books/434b.pdf,609,,,
الشمس النجم الذي يهبنا الحياة,3,علمي,1,https://www.osboha180.com/evaluation/books/435b.pdf,230,,,
هكذا نربي!,2,تربية,1,https://www.osboha180.com/evaluation/books/436b.pdf,214,,,
السرنديبية اكتشافات علمية وليدة الصدفة,1,علمي,1,https://www.osboha180.com/evaluation/books/437b.pdf,344,,,
خط الزمن ، قصة فلسطين من ظهور الإنسان إلى زماننا,2,تاريخي,1,https://www.osboha180.com/evaluation/books/438b.pdf,266,,,
صناعة الواقع,2,فكري,1,https://www.osboha180.com/evaluation/books/439b.pdf,356,,,
إلى الجيل الصاعد,2,تربية,1,https://www.osboha180.com/evaluation/books/441b.pdf,129,,,
الحرب الهادئة,2,سياسي,1,https://www.osboha180.com/evaluation/books/442b.pdf,226,,,
زخرف القول,3,ديني,1,https://www.osboha180.com/evaluation/books/443b.pdf,345,,,
دليل الجيب للتفكير الانتقادي,2,فكري,1,https://www.osboha180.com/evaluation/books/444b.pdf,164,,,
التفكير النقدي,3,فكري,1,https://www.osboha180.com/evaluation/books/445b.pdf,337,,,
الواضح في النحو,3,أدبي,1,https://www.osboha180.com/evaluation/books/612b.pdf,355,,,
الواضح في علم الصرف,3,أدبي,1,https://www.osboha180.com/evaluation/books/447b.pdf,286,,,
نقطة التحول,2,تنمية,1,https://www.osboha180.com/evaluation/books/448b.pdf,124,,,
think and grow rich,1,انجليزي,1,https://www.osboha180.com/evaluation/books/449b.pdf,138,,,
النسق القرآني ومشروع الإنسان,3,فكري,1,https://www.osboha180.com/evaluation/books/450b.pdf,90,,,
The Tipping Point,2,انجليزي,1,https://www.osboha180.com/evaluation/books/451b.pdf,287,,,
فن التعامل مع المراهقين,2,تربية,1,https://www.osboha180.com/evaluation/books/477b.pdf,289,,,
Start with Why,2,انجليزي,1,https://www.osboha180.com/evaluation/books/478b.pdf,271,,,
zero to one,2,انجليزي,1,https://www.osboha180.com/evaluation/books/479b.pdf,168,,,
blink :The Power of Thinking Without Thinking,2,انجليزي,1,https://www.osboha180.com/evaluation/books/480b.pdf,308,,,
فتاة الضباب : أحاديث المرأة.. أين الخلل,3,فكري,1,https://www.osboha180.com/evaluation/books/482b.pdf,203,,,
من هنا نتعلم,2,فكري,1,https://www.osboha180.com/evaluation/books/483b.pdf,198,,,
علم النفس في حياتنا اليومية,3,فكري,1,https://www.osboha180.com/evaluation/books/484b.pdf,582,,,
الجناية على الشافعي,3,ديني,1,https://www.osboha180.com/evaluation/books/485b.pdf,680,,,
بصحبة كوب من الشاي,1,اجتماعي,1,https://www.osboha180.com/evaluation/books/486b.pdf,196,,,
365 يوم مع خاتم الأنبياء,1,ديني,3,https://drive.google.com/file/d/116sM9agYFfwzGpHmFhD1ZmozzA19tfTR/view?usp=sharing,391,,,
صور وخواطر,1,أدبي,1,https://www.osboha180.com/evaluation/books/492b.pdf,288,,,
متعة الحديث,1,أدبي,1,https://www.osboha180.com/evaluation/books/495b.pdf,315,,,
كيف تقرأ كتاباً,2,تنمية,1,https://www.osboha180.com/evaluation/books/493b.pdf,378,,,
قصة العلوم الطبية في الحضارة الإسلامية,2,علمي,1,https://www.osboha180.com/evaluation/books/494b.pdf,320,,,
الميكروبات والحرب البيولوجية,3,علمي,1,https://www.osboha180.com/evaluation/books/496b.pdf,187,,,
هكذا علمتني الحياة,1,اجتماعي,1,https://www.osboha180.com/evaluation/books/488b.pdf,368,,,
اقرا وربك الاكرم,1,اجتماعي,1,https://www.osboha180.com/evaluation/books/487b.pdf,290,,,
ثروة الامم,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/490b.pdf,264,,,
الاستثمار : قراءة في المفهوم والأنماط والمحددات,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/491b.pdf,205,,,
الهدي النبوي في تربية الأولاد في ضوء الكتاب والسنة,2,تربية,1,https://www.osboha180.com/evaluation/books/510b.pdf,342,,,
مشروع الابن المبدع,2,تربية,1,https://www.osboha180.com/evaluation/books/509b.pdf,320,,,
الاقتراب من الله (بحث في أصل الكون وكيف بدأ),3,علمي,1,https://www.osboha180.com/evaluation/books/505b.pdf,353,,,
الأدلة العقلية النقلية على أصول الاعتقاد,3,ديني,1,https://www.osboha180.com/evaluation/books/508b.pdf,620,,,
امرأة من طراز خاص,1,تنمية,1,https://www.osboha180.com/evaluation/books/506b.pdf,219,,,
خواطر شاب,1,تنمية,1,https://www.osboha180.com/evaluation/books/507b.pdf,164,,,
رحلتي من الشك الى الإيمان,2,فكري,1,https://www.osboha180.com/evaluation/books/503b.pdf,97,,,
حوار مع صديقي الملحد,2,فكري,1,https://www.osboha180.com/evaluation/books/502b.pdf,165,,,
ضوابط المعرفة وأصول الالستدلال والمناظرة,3,ديني,1,https://www.osboha180.com/evaluation/books/499b.pdf,498,,,
خرافة الإلحاد,3,فكري,1,https://www.osboha180.com/evaluation/books/501b.pdf,674,,,
للكون إله,3,فكري,1,https://www.osboha180.com/evaluation/books/504b.pdf,819,,,
حروب قذرة,2,عسكري,1,https://www.osboha180.com/evaluation/books/511b.pdf,444,,,
استراتيجية الاستعمار والتحرير,3,عسكري,1,https://www.osboha180.com/evaluation/books/512b.pdf,152,,,
مذابح وجرائم محاكم التفتيش في الأندلس,2,تاريخي,1,https://www.osboha180.com/evaluation/books/497b.pdf,213,,,
الإسلام في الصين,2,تاريخي,1,https://www.osboha180.com/evaluation/books/498b.pdf,249,,,
المتلاعبون بالعقول,2,سياسي,1,https://www.osboha180.com/evaluation/books/500b.pdf,161,,,
التأمل كيف تصل إلى اليقين,1,ديني,1,https://www.osboha180.com/evaluation/books/513b.pdf,131,,,
المناعة الفكرية,1,فكري,1,https://www.osboha180.com/evaluation/books/516b.pdf,160,,,
لماذا نقرأ؟ لطائفة من المفكرين,1,فكري,1,https://www.osboha180.com/evaluation/books/515b.pdf,324,,,
القرآن وعلم النفس,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/521b.pdf,122,,,
فن الكلام,1,اجتماعي,1,https://www.osboha180.com/evaluation/books/522b.pdf,357,,,
الطاقة لعبة الكبار,2,إقتصادي,1,https://www.osboha180.com/evaluation/books/523b.pdf,357,,,
بيوت بلا ديون,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/524b.pdf,197,,,
مدارج النحو,1,أدبي,1,https://www.osboha180.com/evaluation/books/525b.pdf,96,,,
عشرة أدباء يتحدثون,1,أدبي,1,https://www.osboha180.com/evaluation/books/526b.pdf,396,,,
عباقرة الحضارة العلمية في الإسلام,2,علمي,1,https://www.osboha180.com/evaluation/books/528b.pdf,320,,,
فيزياء الجسيمات,2,علمي,1,https://www.osboha180.com/evaluation/books/527b.pdf,148,,,
تاريخ العرب المعاصر,2,تاريخي,1,https://www.osboha180.com/evaluation/books/529b.pdf,264,,,
انتصارات يوسف بن تاشفين,2,تاريخي,1,https://www.osboha180.com/evaluation/books/530b.pdf,270,,,
فن التعامل النبوي مع غير المسلمين,2,ديني,1,https://www.osboha180.com/evaluation/books/531b.pdf,255,,,
الأدلة الجلية على صدق خير البرية ﷺ,2,ديني,1,https://www.osboha180.com/evaluation/books/532b.pdf,211,,,
العلمانيون والنبوة أبعاد التحريف العلماني لمقامات النبوة,2,فكري,1,https://www.osboha180.com/evaluation/books/533b.pdf,190,,,
أكثر من 70 وسيلة علمية لنصرة نبينا المصطفى ﷺ,1,ديني,1,https://www.osboha180.com/evaluation/books/534b.pdf,66,,,
أفي النبوءة شك,2,ديني,1,https://www.osboha180.com/evaluation/books/535b.pdf,470,,,
إلا تنصروه فقد نصره الله,2,ديني,1,https://www.osboha180.com/evaluation/books/536b.pdf,200,,,
دليلك المبسط لفهم الاقتصاد,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/489b.pdf,60,,,
حسن الظن بالله,1,ديني,1,https://www.osboha180.com/evaluation/books/537b.pdf,201,,,
الوحي الثاني في ضوء الوحي الأول,2,ديني,1,https://www.osboha180.com/evaluation/books/539b.pdf,294,,,
التأمل: كيف تصل إلى اليقين,1,ديني,5,https://www.osboha180.com/evaluation/books/543b.pdf,161,مكرر,,
حسن الظن بالله,1,ديني,5,https://www.osboha180.com/evaluation/books/545b.pdf,201,مكرر,,
من أجل انطلاقة حضارية,3,اجتماعي,1,https://www.osboha180.com/evaluation/books/553b.pdf,216,,,
لو كنت طيرا,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/554b.pdf,266,,,
منهج للبناء الفكري,1,فكري,1,https://www.osboha180.com/evaluation/books/555b.pdf,137,,,
ظلام من الغرب,2,فكري,1,https://www.osboha180.com/evaluation/books/556b.pdf,256,,,
ينابيع الرجاء,1,ديني,1,https://www.osboha180.com/evaluation/books/557b.pdf,272,,,
الحرب الحضارية الأولي,3,فكري,1,https://www.osboha180.com/evaluation/books/558b.pdf,257,,,
الاقتصاد الإسلامي أسس ومبادئ وأهداف,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/559b.pdf,148,,,
كشف الأقنعة عن نظريات التنمية الاقتصادية,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/560b.pdf,282,,,
معارك إسلامية خالدة من بدر حتى غروزني,2,عسكري,1,https://www.osboha180.com/evaluation/books/561b.pdf,199,,,
السيرة العسكرية لخير البرية,2,عسكري,1,https://www.osboha180.com/evaluation/books/562b.pdf,329,,,
بناء الأجيال,1,تربية,1,https://www.osboha180.com/evaluation/books/563b.pdf,249,,,
مشروع الابن المحبوب,1,تربية,1,https://www.osboha180.com/evaluation/books/564b.pdf,248,,,
هندسة الجمهور,3,اجتماعي,1,https://www.osboha180.com/evaluation/books/565b.pdf,202,,,
أسس علم الإجتماع,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/566b.pdf,259,,,
الأدلة المادية على وجود الله,2,ديني,1,https://www.osboha180.com/evaluation/books/567b.pdf,134,,,
مبادئ الفسيولوجي علم وظائف الأعضاء,2,علمي,1,https://www.osboha180.com/evaluation/books/569b.pdf,229,,,
المجرَّات: مقدمة قصيرة جدًّا,2,علمي,1,https://www.osboha180.com/evaluation/books/570b.pdf,122,,,
فن الادارة,1,تنمية,1,https://www.osboha180.com/evaluation/books/571b.pdf,349,,,
أرتياض العلوم,1,تنمية,1,https://www.osboha180.com/evaluation/books/572b.pdf,264,,,
قواعد الادارة,1,تنمية,1,https://www.osboha180.com/evaluation/books/573b.pdf,369,,,
حب القراءة,1,تنمية,5,https://www.osboha180.com/evaluation/books/386b.pdf,68,,,
التفكير العلمي,2,علمي,1,https://www.osboha180.com/evaluation/books/581b.pdf,234,,,
الثقافة الآمنة,1,تنمية,1,https://www.osboha180.com/evaluation/books/582b.pdf,259,,,
فلسطين و أكذوبة بيع الأرض,2,تاريخي,1,https://www.osboha180.com/evaluation/books/583b.pdf,148,,,
فلسطين واجبات الأمة,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/584b.pdf,511,,,
المسجد الأقصى المبارك والهيكل المزعوم,2,تاريخي,1,https://www.osboha180.com/evaluation/books/585b.pdf,140,,,
الإستعمار الصهيوني في فلسطين,2,تاريخي,1,https://www.osboha180.com/evaluation/books/586b.pdf,69,,,
محاكمة الصهيونية الإسرائيلية,3,سياسي,1,https://www.osboha180.com/evaluation/books/587b.pdf,210,,,
دليل فلسطين المبسط,1,تاريخي,1,https://www.osboha180.com/evaluation/books/591b.pdf,107,,,
أسباب كارثة فلسطين,1,سياسي,1,https://www.osboha180.com/evaluation/books/592b.pdf,297,,,
فتوح فلسطين,1,تاريخي,1,https://www.osboha180.com/evaluation/books/593b.pdf,183,,,
التبيين لمخاطر التطبيع علي المسلمين,2,سياسي,1,https://www.osboha180.com/evaluation/books/594b.pdf,137,,,
صيد الخاطر,2,ديني,1,https://www.osboha180.com/evaluation/books/675b.pdf,787,,,
الإكسير خلاصة أعمال القلوب من مدارج السالكين لابن القيم,2,ديني,1,https://www.osboha180.com/evaluation/books/596b.pdf,288,,,
فقدان التوازن الاجتماعي,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/597b.pdf,72,,,
أسئلة العنف,2,اجتماعي,1,https://www.osboha180.com/evaluation/books/598b.pdf,444,,,
الفجور السياسي,1,سياسي,1,https://www.osboha180.com/evaluation/books/599b.pdf,146,,,
الحلول المستوردة,2,سياسي,1,https://www.osboha180.com/evaluation/books/600b.pdf,404,,,
إعادة النظر في النظام الدولي الجديد,3,سياسي,1,https://www.osboha180.com/evaluation/books/601b.pdf,330,,,
مبادئ الاقتصاد الاسلامي,1,إقتصادي,1,https://www.osboha180.com/evaluation/books/603b.pdf,296,,,
عبقرية الإنتصار في المعارك و فتح الأمصار,1,عسكري,1,https://www.osboha180.com/evaluation/books/604b.pdf,241,,,
حرب الطائرات بدون طيار,1,عسكري,1,https://www.osboha180.com/evaluation/books/605b.pdf,257,,,
كيف تربي ابناءك في هذا الزمن,1,تربية,1,https://www.osboha180.com/evaluation/books/608b.pdf,201,,,
أطفال المسلمين كيف رباهم النبي الأمين,1,تربية,1,https://www.osboha180.com/evaluation/books/609b.pdf,209,,,
بناء القدرات الدماغية,1,علمي,1,https://www.osboha180.com/evaluation/books/613b.pdf,180,,,
وتحكي الكيمياء,1,علمي,1,https://www.osboha180.com/evaluation/books/614b.pdf,201,,,
روائع من التاريخ العثماني,1,تاريخي,1,https://www.osboha180.com/evaluation/books/615b.pdf,120,,,
السلطان سيف الدين قطز ومعركة عين جالوت,1,تاريخي,1,https://www.osboha180.com/evaluation/books/616b.pdf,180,,,
الجناية على سيبويه,3,أدبي,1,https://www.osboha180.com/evaluation/books/617b.pdf,682,,,
الصراع بين الفكرة الإسلامية والفكرة الغربية,3,فكري,1,https://www.osboha180.com/evaluation/books/618b.pdf,232,,,
المسلمون في بورما التاريخ والتحديات,2,تاريخي,1,https://www.osboha180.com/evaluation/books/619b.pdf,167,,,
الإعلام الإسرائيلي ذراع الجلاد,2,سياسي,1,https://www.osboha180.com/evaluation/books/620b.pdf,90,,,
ايها السادة أخلعوا الاقنعة,3,سياسي,1,https://www.osboha180.com/evaluation/books/621b.pdf,108,,,
Invincible Thinking,1,انجليزي,1,https://www.osboha180.com/evaluation/books/622b.pdf,136,,,
صناعة الجوع,3,إقتصادي,1,https://www.osboha180.com/evaluation/books/623b.pdf,378,,,
